date,key,name,AM,PM,ISCS
2020-12-06 0:00,93,북춘천,박무 서리 결빙,서리 결빙 박무,こ0030-こゎ0300-こゎ0600-0745. こ2320-こゎ2400-
2020-12-07 0:00,93,북춘천,서리 결빙 박무 연무,연무 결빙,-こ-こゎ0300-こゎ0600-こゎ0900-1100. て1055-てゎ1200-1230.
2020-12-08 0:00,93,북춘천,결빙 서리,노을 결빙 서리,
2020-12-09 0:00,93,북춘천,서리 결빙,노을 결빙 서리,
2020-12-10 0:00,93,북춘천,박무 서리 결빙,박무 서리 결빙,こ0230-こゎ0300-0430. こ1740-こゎ1800-こゎ2100-こわ2400-
2020-12-11 0:00,93,북춘천,서리 결빙 박무 안개,연무 박무 서리 결빙,-こ-こわ0300-こゐ0600-よりぐ0655-よるぐ0713-らるぐ0730-ぐゎ0900-らりこ0950-こゎ1200-1255. て1250-てゎ1500-1755. こ1750-こゎ1800-こわ2100-こわ2400-
2020-12-12 0:00,93,북춘천,서리 결빙 박무,서리 결빙 박무,-こ-こわ0300-こゐ0600-こゎ0900-0950. こ2230-こゎ2400-
2020-12-13 0:00,93,북춘천,박무 서리 결빙 눈 신적설 적설,신적설 적설 눈 박무 서리 결빙,-こ-こゎ0300-こゎ0600-こわ0900-こわ1200-こゎ1500-1515. ぅ0545-ぅゎ0600-0635. ぅ0740-ぅゎ0900-ぅゎ1200-1450.
2020-12-14 0:00,93,북춘천,서리 결빙 적설,노을 적설 결빙,
2020-12-15 0:00,93,북춘천,결빙 적설 서리,적설 결빙 노을 서리,
2020-12-16 0:00,93,북춘천,서리 결빙 적설 노을,적설 결빙 노을,
2020-12-17 0:00,93,북춘천,적설 서리 결빙 노을,결빙 적설 노을,
2020-12-18 0:00,93,북춘천,서리 결빙 눈 신적설 적설 연무 박무,결빙 노을 적설,ぅ0040-ぅゎ0300-0425. て0535-てゎ0600-0650. こ0645-0720.
2020-12-19 0:00,93,북춘천,적설 서리 결빙,결빙 적설 노을 서리,
2020-12-20 0:00,93,북춘천,적설 서리 결빙,적설 결빙 노을 서리,
2020-12-21 0:00,93,북춘천,서리 결빙 적설,적설 결빙 서리,
2020-12-22 0:00,93,북춘천,박무 서리 결빙 적설 눈 신적설,적설 결빙 눈 박무 서리,こ0020-こゎ0300-こゎ0600-こゎ0900-こゎ1200-1350. ぅ0505-ぅゎ0600-ぅゎ0900-ぅゎ1200-1320.
2020-12-23 0:00,93,북춘천,서리 결빙 적설 박무,결빙 적설 박무 ぁ,こ0150-こゎ0300-こわ0600-こわ0900-こわ1200-こわ1500-こわ1800-こわ2100-こわ2400- ぁ1620-1710. ぁ2345-ぁゎ2400-
2020-12-25 0:00,93,북춘천,서리 결빙 노을,결빙 노을,
2020-12-26 0:00,93,북춘천,서리 결빙,서리 결빙,
2020-12-27 0:00,93,북춘천,박무 서리 결빙 눈,박무 ぁ 달무리,こ0245-こゎ0300-こゎ0600-こゎ0900-0940. ぅ0415-0425. ぅ0450-0555. ぅ0640-0730. こ1835-こゎ2100-こゎ2400- ぁ2040-ぁゎ2100-2205. ば2320-2350.
2020-12-28 0:00,93,북춘천,ぁ 박무 서리 결빙,연무 박무 서리 결빙,ぁ0130-0220. -こ-こわ0300-こゐ0600-こわ0900-こゎ1200-1245. て1240-1350. こ1940-こゎ2100-こゎ2400-
2020-12-29 0:00,93,북춘천,서리 결빙 박무,눈 박무 연무 결빙,-こ-こゎ0300-こわ0600-こわ0900-こゎ1200-こゎ1500-こわ1800-2013. ぅ1415-ぅゎ1500-1745. て2011-てゎ2100-2240.
2021-01-01 0:00,93,북춘천,결빙 서리,결빙,
2021-01-03 0:00,93,북춘천,결빙 서리 노을,결빙 서리,
2021-01-04 0:00,93,북춘천,서리 결빙,결빙 눈 박무 신적설 적설,ぅ2050-ぅゎ2100-ぅゎ2400- こ2250-こゐ2400-
2021-01-05 0:00,93,북춘천,신적설 적설 결빙 눈 박무,적설 결빙 서리,-ぅ-ぅゎ0300-0350. -こ-こわ0300-こわ0600-0840. ぅ0420-0440.
2021-01-06 0:00,93,북춘천,서리 결빙,결빙 눈 박무,ぅ2005-ぅゎ2100-ぅゎ2400- こ2110-こゎ2400-
2021-01-10 0:00,93,북춘천,결빙 서리 노을,결빙 서리,
2021-01-11 0:00,93,북춘천,서리 결빙 노을,결빙 노을 서리,
2021-01-12 0:00,93,북춘천,서리 결빙 박무 눈,박무 결빙 눈 신적설 적설,こ0650-こゎ0900-こゎ1200-1205. ぅ0940-1110. ぅ1645-ぅゎ1800-1850. こ1656-こゐ1800-こわ2100-こゐ2400- ぅ1925-ぅゎ2100-2150.
2021-01-13 0:00,93,북춘천,눈 결빙 신적설 적설 박무,적설 박무 황사 ぁ 결빙 서리,ぅ0025-ぅゎ0300-0310. -こ-こゐ0300-こゐ0600-こわ0900-こゎ1200-1420. と1615-とゎ1800-とゎ2100-とゎ2400- ぁ1740-1755. こ1745-こゎ1800-こゎ2100-こゎ2400- ぁ1820-1825.
2021-01-14 0:00,93,북춘천,박무 황사 서리 결빙,서리 결빙,-こ-こゎ0300-こゎ0600-0730. -と-とゎ0300-とゎ0600-0650.
2021-01-15 0:00,93,북춘천,결빙 서리 ぁ,ぁ 박무 결빙,ぁ0945-ぁゎ1200-1410. こ1630-こゎ1800-1850.
2021-01-16 0:00,93,북춘천,결빙 서리,노을 결빙,
2021-01-17 0:00,93,북춘천,결빙 서리,결빙 눈 박무 신적설 적설,ぅ2130-ぅゎ2400- こ2230-こゎ2400-
2021-01-19 0:00,93,북춘천,적설 서리 결빙 노을,결빙 적설 서리,
2021-01-20 0:00,93,북춘천,적설 서리 결빙,결빙 적설,
2021-01-24 0:00,93,북춘천,결빙 서리,노을 이슬 서리 결빙,
2021-01-25 0:00,93,북춘천,서리 결빙 박무 햇무리,햇무리 이슬,こ0850-こゎ0900-1050. は1150-1450. は1645-1725.
2021-01-26 0:00,93,북춘천,이슬 서리 결빙 ぁ 박무,ぁ 박무,ぁ1010-ぁゎ1200-1320. こ1150-こゎ1200-こゎ1500-こわ1800-こゐ2100-こゐ2400- ぁ1630-ぁゎ1800-1825.
2021-01-27 0:00,93,북춘천,서리 결빙 안개 박무,달무리 서리 결빙,-ぐ-よりぐ0230-ぐゎ0300-よるぐ0315-よれぐ0320-られぐ0335-らるぐ0345-らりこ0420-こわ0600-よりぐ0635-よるぐ0650-よれぐ0705-よろぐ0710-らろぐ0715-られぐ0720-らるぐ0815-らりこ0840-こゐ0900-1020. ば2350-
2021-01-28 0:00,93,북춘천,서리 결빙 달무리 눈 박무 신적설 적설,신적설 적설 눈 박무 결빙,0350. ぅ1025-ぅわ1200-1325. こ1040-こゐ1200-1325.
2021-01-29 0:00,93,북춘천,결빙,결빙 서리,
2021-01-30 0:00,93,북춘천,서리 결빙 눈 박무 신적설 적설,눈 신적설 적설 박무 결빙 서리,ぅ0440-ぅゎ0600-ぅゎ0900-ぅゎ1200-1250. こ0830-こゎ0900-こゎ1200-1350. こ2020-こゎ2100-こゎ2400-
2021-01-31 0:00,93,북춘천,서리 결빙 박무 신적설 적설 노을,,-こ-こわ0300-こゎ0600-0720.
2021-02-03 0:00,93,북춘천,결빙 서리 노을,결빙 눈 신적설 적설,ぅ1812-1850. ぅ2110-よりぅ2240-らりぅ2345-ぅゎ2400-
2021-02-04 0:00,93,북춘천,눈 신적설 적설 결빙 노을 서리,결빙 적설,-ぅ-よりぅ0030-らりぅ0120-0130.
2021-02-05 0:00,93,북춘천,적설 결빙 서리,적설 결빙,
2021-02-07 0:00,93,북춘천,이슬 박무 서리 결빙 안개 연무,연무 결빙,-こ-こわ0300-こゐ0600-よりぐ0750-よるぐ0840-よれぐ0850-ぐゐ0900-られぐ1010-らるぐ1020-らりこ1030-1145. て1140-てゎ1200-1250.
2021-02-08 0:00,93,북춘천,서리 결빙 노을,노을 결빙,
2021-02-10 0:00,93,북춘천,결빙 서리 박무 연무,연무 결빙 서리,こ0850-こゎ0900-1035. て1030-てゎ1200-1250.
2021-02-11 0:00,93,북춘천,결빙 서리 박무 안개,연무 박무 햇무리 결빙 서리,こ0430-こゎ0600-こゐ0900-よりぐ0940-らりこ1045-こわ1200-1235. て1230-てゎ1500-1650. は1445-1645.
2021-02-12 0:00,93,북춘천,결빙 서리 박무 연무,연무 결빙,こ0630-こゎ0900-1145. て1140-てゎ1200-1340.
2021-02-13 0:00,93,북춘천,서리 결빙,,
2021-02-14 0:00,93,북춘천,서리 결빙 ぁ,ぁ,ぁ0635-0710. ぁ1102-1130. ぁ1635-1730.
2021-02-18 0:00,93,북춘천,결빙 서리,결빙,
2021-02-19 0:00,93,북춘천,결빙 서리 노을,,
2021-02-20 0:00,93,북춘천,이슬 박무 연무,노을 서리 결빙,こ0630-こゎ0900-1015. て1010-1145.
2021-02-21 0:00,93,북춘천,서리 결빙 박무,노을,こ0640-0840.
2021-02-23 0:00,93,북춘천,서리 결빙,결빙,
2021-02-24 0:00,93,북춘천,결빙 서리,결빙,
2021-02-26 0:00,93,북춘천,결빙 서리,달무리,ば2320-2345.
2021-02-27 0:00,93,북춘천,서리 결빙 노을,,
2021-02-28 0:00,93,북춘천,서리 결빙 노을,,
2021-03-02 0:00,93,북춘천,신적설 적설 박무 눈 결빙,적설 결빙 서리,-こ-0240. -ぅ-0245. ぅ0750-ぅゎ0900-0950.
2021-03-03 0:00,93,북춘천,적설 박무 서리 결빙,적설 서리 결빙,こ0610-こゎ0900-1050.
2021-03-04 0:00,93,북춘천,박무 서리 결빙,연무 박무 이슬,こ0020-こゎ0300-こわ0600-こわ0900-こゎ1200-1230. て1225-1330.
2021-03-05 0:00,93,북춘천,이슬 서리 결빙 박무 안개,박무 이슬,こ0350-よりぐ0530-よるぐ0550-ぐわ0600-ぐわ0900-らるぐ0930-らりこ1030-こゎ1200-1230.
2021-03-07 0:00,93,북춘천,이슬 서리 결빙,이슬,
2021-03-08 0:00,93,북춘천,서리 결빙 노을,서리,
2021-03-09 0:00,93,북춘천,서리 결빙,서리,
2021-03-10 0:00,93,북춘천,서리 박무 결빙 연무,이슬,こ0150-こゎ0300-こわ0600-こゎ0900-1015. て1010-1150.
2021-03-11 0:00,93,북춘천,서리 박무 결빙,연무,こ0240-こゎ0300-こゎ0600-0850. て1930-てゎ2100-てゎ2400-
2021-03-17 0:00,93,북춘천,황사 서리 결빙,,-と-とゎ0300-0450.
2021-03-18 0:00,93,북춘천,서리,,
2021-03-23 0:00,93,북춘천,서리 결빙 노을 연무,햇무리,て0950-1045. は1450-1545.
2021-03-24 0:00,93,북춘천,서리,,
2021-03-30 0:00,93,북춘천,황사 서리 결빙,,-と-とゎ0300-とゎ0600-とゎ0900-1130.
2021-03-31 0:00,93,북춘천,서리 노을,,
2021-04-05 0:00,93,북춘천,이슬 서리 결빙,,
2021-04-10 0:00,93,북춘천,이슬 서리,노을,
2021-04-14 0:00,93,북춘천,이슬 서리,노을 이슬,
2021-04-15 0:00,93,북춘천,이슬 서리,,
2021-04-18 0:00,93,북춘천,서리 박무 안개 이슬,,こ0350-よりぐ0405-ぐゎ0600-らりこ0840-こゐ0900-0930.
2021-10-17 0:00,93,북춘천,서리 결빙,,
2021-10-18 0:00,93,북춘천,서리 결빙,ぁ,ぁ2025-2050. ぁ2106-2330.
2021-10-20 0:00,93,북춘천,이슬 서리,,
2021-10-21 0:00,93,북춘천,이슬 서리,,
2021-10-22 0:00,93,북춘천,박무 이슬 낮은안개 서리,이슬,こ0430-よりづ0525-よるづ0545-づわ0600-らるづ0615-らりこ0635-こゎ0900-0950.
2021-10-24 0:00,93,북춘천,박무 이슬 서리,박무,こ0435-こゎ0600-こわ0900-1150. こ2130-こゎ2400-
2021-10-25 0:00,93,북춘천,서리 박무 이슬,,-こ-こゎ0300-こゎ0600-こゐ0900-1140.
2021-10-28 0:00,93,북춘천,이슬 서리 박무 안개,,こ0540-こゎ0600-よりぐ0650-よるぐ0655-らるぐ0840-ぐゎ0900-らりこ0930-0950.
2021-10-29 0:00,93,북춘천,이슬 서리,이슬,
2021-11-09 0:00,93,북춘천,서리 ぁ,ぁ,ぁ0743-0840. ぁ1429-1450. ぁ1522-1555. ぁ1655-ぁゎ1800-1814. ぁ1844-2010.
2021-11-10 0:00,93,북춘천,서리 결빙 눈,,ぅ0825-0955.
2021-11-11 0:00,93,북춘천,서리 결빙,서리 결빙,
2021-11-12 0:00,93,북춘천,서리 결빙,서리 결빙,
2021-11-13 0:00,93,북춘천,서리 결빙,이슬,
2021-11-15 0:00,93,북춘천,이슬 박무 서리 결빙 낮은안개 안개,박무 이슬,-こ-こゎ0300-こわ0600-よりづ0635-よるぐ0735-ぐわ0900-らるぐ0935-らりこ1035-こゎ1200-1235.
2021-11-16 0:00,93,북춘천,이슬 서리 결빙,서리 결빙,
2021-11-17 0:00,93,북춘천,서리 결빙,햇무리,は1550-1645.
2021-11-20 0:00,93,북춘천,이슬 박무 서리 안개,연무 박무 이슬,-こ-こわ0300-こゐ0600-よりぐ0638-らりこ0656-こわ0900-こゎ1200-1215. て1210-てゎ1500-てゎ1800-1830. こ1825-こわ2100-こわ2400-
2021-11-25 0:00,93,북춘천,서리 결빙,노을 서리 결빙,
2021-11-26 0:00,93,북춘천,서리 결빙,노을 서리 결빙,
2021-11-27 0:00,93,북춘천,서리 결빙,결빙 서리,
2021-11-28 0:00,93,북춘천,서리 결빙,서리,
2021-11-29 0:00,93,북춘천,서리 결빙 노을,햇무리,は1250-1310.
2021-11-30 0:00,93,북춘천,박무 서리 ぁ,ぁ 박무 진눈깨비,こ0220-こゎ0300-こわ0600-こわ0900-こわ1200-こわ1500-こゎ1800-2040. ぁ0515-ぁゎ0600-ぁわ0900-ぁわ1200-ぁゎ1500-ぁゎ1800-う2040-うゎ2100-2330.
2021-12-01 0:00,93,북춘천,서리 결빙,노을 결빙 서리,
2021-12-02 0:00,93,북춘천,서리 결빙,눈 서리 결빙,ぅ2020-ぅゎ2100-2145.
2021-12-03 0:00,93,북춘천,서리 결빙 진눈깨비 박무,노을 결빙,う0155-うゎ0300-0345. こ0240-こゎ0300-こゎ0600-0630.
2021-12-04 0:00,93,북춘천,서리 결빙,결빙,
2021-12-05 0:00,93,북춘천,서리 결빙,결빙 서리,
2021-12-06 0:00,93,북춘천,서리 결빙,결빙 서리,
2021-12-07 0:00,93,북춘천,서리 결빙 박무,서리 결빙,こ0640-こゎ0900-1050.
2021-12-08 0:00,93,북춘천,서리 결빙 박무,박무 서리 결빙,こ0130-こゎ0300-こゎ0600-こゎ0900-こゎ1200-1250. こ2020-こゎ2100-こゎ2400-
2021-12-09 0:00,93,북춘천,안개 서리 결빙 박무,박무 이슬,-ぐ-よりぐ0240-ぐゎ0300-らりこ0330-よりぐ0440-ぐゎ0600-らりこ0650-こゐ0900-こわ1200-1430. こ2330-こゎ2400-
2021-12-10 0:00,93,북춘천,이슬 결빙 서리 박무 ぁ,ぁ 박무,-こ-こゎ0300-こわ0600-こゐ0900-こゎ1200-こゎ1500-こわ1800-こゎ2100-こわ2400- ぁ0940-0950. ぁ1230-1310.
2021-12-12 0:00,93,북춘천,서리 결빙 박무 안개 낮은안개,노을 결빙,-こ-こゐ0300-よりぐ0430-よるぐ0530-ぐわ0600-よれぐ0630-ぐゐ0900-られぐ1040-らるづ1115-らりこ1130-1145.
2021-12-13 0:00,93,북춘천,서리 결빙,노을 결빙 서리,
2021-12-14 0:00,93,북춘천,서리 결빙,박무 ぁ,こ2050-こゎ2100-こゎ2400- ぁ2058-ぁゎ2100-2210. ぁ2257-ぁゎ2400-
2021-12-15 0:00,93,북춘천,ぁ 박무,박무 안개 서리 낮은안개,-ぁ-ぁゎ0300-0345. -こ-こわ0300-こゐ0600-こわ0900-こわ1200-こゎ1500-こゎ1800-こゐ2100-よりぐ2140-づゎ2400- ぁ0420-ぁゎ0600-0735.
2021-12-16 0:00,93,북춘천,낮은안개 서리 안개,박무 달무리 이슬,-づ-よるづ0015-よるぐ0025-よれぐ0050-ぐゐ0300-ぐゐ0600-ぐゐ0900-られぐ1130-らるぐ1150-ぐゎ1200-らりこ1250-こわ1500-こわ1800-こゎ2100-こゎ2400- ば2335-
2021-12-19 0:00,93,북춘천,눈 박무 결빙 신적설 적설,결빙 서리,-ぅ-0235. -こ-0250.
2021-12-20 0:00,93,북춘천,적설 서리 결빙,,
2021-12-21 0:00,93,북춘천,서리 결빙 박무 안개 낮은안개 뇌전,연무 박무 노을 서리 결빙,-こ-こゐ0300-よりぐ0530-ぐゎ0600-よるぐ0630-よれぐ0730-づゐ0900-られづ0940-らるづ1015-らりこ1040-こゎ1200-1230. て1225-1320.
2021-12-22 0:00,93,북춘천,서리 결빙,노을 결빙 서리,
2021-12-23 0:00,93,북춘천,서리 결빙,서리 결빙,
2021-12-24 0:00,93,북춘천,박무 서리 결빙,눈 진눈깨비 박무 서리 결빙,こ0440-こゎ0600-0730. ぅ1250-1340. う1515-1650. う1725-1755. こ1730-こゎ1800-2030.
2021-12-27 0:00,93,북춘천,결빙 서리,눈 결빙,ぅ1240-ぅゎ1500-ぅゎ1800-1855.
2021-12-28 0:00,93,북춘천,결빙 박무 서리 눈,박무 결빙,こ0430-こゎ0600-こわ0900-こゎ1200-1245. ぅ0750-ぅゎ0900-1030.
2021-12-29 0:00,93,북춘천,박무 서리 결빙 눈 신적설 적설,박무 ぁ 연무 서리 결빙,こ0030-こゎ0300-こわ0600-こわ0900-こゎ1200-1340. ぅ0515-ぅゎ0600-ぅゎ0900-0940. こ1630-こゎ1800-1935. ぁ1720-1730. て1930-2050.
2021-12-30 0:00,93,북춘천,서리 결빙,결빙,
2021-12-31 0:00,93,북춘천,결빙 서리,결빙,
2022-01-01 0:00,93,북춘천,서리 결빙,결빙 서리,
2022-01-02 0:00,93,북춘천,서리 결빙 눈 박무 신적설 적설,노을 결빙,ぅ0245-0255. ぅ0405-0435. ぅ0530-ぅゎ0600-ぅゎ0900-0930. こ0750-0850.
2022-01-03 0:00,93,북춘천,결빙 서리,눈 결빙,ぅ1930-2045. ぅ2110-ぅゎ2400-
2022-01-04 0:00,93,북춘천,눈 결빙 서리,노을 결빙,-ぅ-0050.
2022-01-05 0:00,93,북춘천,서리 결빙 햇무리,햇무리,は1150-1650.
2022-01-06 0:00,93,북춘천,서리 결빙,노을 결빙 서리,
2022-01-07 0:00,93,북춘천,서리 결빙,노을 결빙 서리,
2022-01-08 0:00,93,북춘천,서리 결빙,눈 박무,ぅ1935-ぅゎ2100-2155. こ2045-こゎ2100-こゎ2400- ぅ2215-2350.
2022-01-09 0:00,93,북춘천,박무 서리 결빙,연무 박무 서리 결빙,-こ-こゎ0300-こわ0600-こわ0900-こゎ1200-1215. て1210-てゎ1500-てゎ1800-1910. こ1905-こわ2100-こわ2400-
2022-01-10 0:00,93,북춘천,서리 결빙 박무,연무 박무 눈 결빙,-こ-こわ0300-こわ0600-こゐ0900-こゐ1200-1355. て1350-てわ1500-てわ1800-てゎ2100-2350. こ2345-こゎ2400- ぅ2350-ぅゎ2400-
2022-01-12 0:00,93,북춘천,결빙 서리,결빙,
2022-01-13 0:00,93,북춘천,서리 결빙,결빙,
2022-01-14 0:00,93,북춘천,서리 결빙,노을 결빙 달무리 서리,ば2340-
2022-01-15 0:00,93,북춘천,서리 결빙 달무리,결빙 눈 박무,0320. ぅ1755-ぅゎ1800-1955. ぅ2229-2325. こ2255-2350.
2022-01-17 0:00,93,북춘천,결빙 서리,눈 결빙,ぅ1710-1750.
2022-01-18 0:00,93,북춘천,서리 결빙 노을,결빙,
2022-01-21 0:00,93,북춘천,서리 결빙,결빙 노을 서리,
2022-01-22 0:00,93,북춘천,서리 결빙,결빙 서리,
2022-01-23 0:00,93,북춘천,서리 결빙,결빙,
2022-01-24 0:00,93,북춘천,서리 결빙,,
2022-01-26 0:00,93,북춘천,박무 서리 결빙 낮은안개,결빙 서리,-こ-こわ0300-こわ0600-よりづ0635-よるづ0650-らるづ0730-らりこ0735-よりづ0830-よるづ0835-づわ0900-らるづ0930-らりこ0935-1115.
2022-01-27 0:00,93,북춘천,서리 결빙,결빙 서리,
2022-01-28 0:00,93,북춘천,서리 결빙,햇무리 결빙,は1630-1658.
2022-01-29 0:00,93,북춘천,서리 결빙,결빙 노을,
2022-01-30 0:00,93,북춘천,서리 결빙,결빙 노을 서리,
2022-01-31 0:00,93,북춘천,서리 결빙 노을,결빙 눈 박무 신적설 적설,ぅ2258-ぅゎ2400- こ2311-こわ2400-
2022-02-01 0:00,93,북춘천,결빙 신적설 적설 박무 눈,신적설 적설 박무 눈 결빙 서리,-こ-0250. -ぅ-ぅゎ0300-0340. ぅ0615-ぅゎ0900-ぅゎ1200-1240. こ0730-こゎ0900-こゎ1200-1205. こ2140-こゎ2400-
2022-02-02 0:00,93,북춘천,서리 결빙 박무 눈,결빙,-こ-こゎ0300-こゎ0600-こゎ0900-1020. ぅ0850-ぅゎ0900-0920.
2022-02-03 0:00,93,북춘천,서리 결빙,결빙,
2022-02-04 0:00,93,북춘천,결빙 서리,결빙,
2022-02-05 0:00,93,북춘천,결빙 서리,결빙 노을,
2022-02-06 0:00,93,북춘천,서리 결빙,결빙 노을,
2022-02-07 0:00,93,북춘천,서리 결빙,결빙,
2022-02-08 0:00,93,북춘천,결빙 서리,노을 결빙 서리,
2022-02-09 0:00,93,북춘천,서리 결빙 노을,결빙,
2022-02-10 0:00,93,북춘천,결빙 서리,결빙,
2022-02-11 0:00,93,북춘천,서리 결빙,결빙 연무,て2340-てゎ2400-
2022-02-12 0:00,93,북춘천,결빙 박무 연무 서리,연무 결빙,こ0215-こゎ0300-こゎ0600-こゎ0900-0920. -て-0220. て0915-てゎ1200-1330.
2022-02-14 0:00,93,북춘천,서리 결빙,ぁ 박무,ぁ1615-ぁゎ1800-2010. こ1750-こゎ1800-こゎ2100-2310.
2022-02-16 0:00,93,북춘천,서리 결빙 노을,노을 결빙,
2022-02-17 0:00,93,북춘천,결빙 서리 노을,결빙,
2022-02-18 0:00,93,북춘천,서리 결빙 노을,결빙,
2022-02-21 0:00,93,북춘천,결빙 서리 눈,눈 결빙,ぅ1040-1140. ぅ1225-ぅゎ1500-1545. ぅ1615-ぅゎ1800-1850.
2022-02-22 0:00,93,북춘천,서리 결빙,노을 결빙,
2022-02-24 0:00,93,북춘천,결빙 서리,노을 서리 결빙,
2022-02-25 0:00,93,북춘천,서리 결빙,박무 결빙 서리,こ2020-こゎ2100-こわ2400-
2022-02-26 0:00,93,북춘천,서리 결빙 박무,ぁ 박무,-こ-こわ0300-こわ0600-こゎ0900-1145. ぁ1545-ぁゎ1800-ぁゎ2100-2150. こ1830-こゎ2100-2210.
2022-02-27 0:00,93,북춘천,박무 결빙 서리 노을,결빙 서리,こ0230-こゎ0300-こゎ0600-0620.
2022-02-28 0:00,93,북춘천,서리 결빙,서리 결빙,
2022-03-01 0:00,93,북춘천,서리 결빙 ぁ 박무,박무 결빙,ぁ0330-ぁゎ0600-ぁゎ0900-0930. こ0430-こゎ0600-こわ0900-こゎ1200-こゎ1500-1550.
2022-03-02 0:00,93,북춘천,서리 결빙,노을 서리 결빙,
2022-03-03 0:00,93,북춘천,서리 결빙 박무,노을 서리 결빙,こ0720-こゎ0900-0940.
2022-03-04 0:00,93,북춘천,서리 결빙,ぁ 연무 황사,ぁ1515-1740. て1950- と2020-2025.とゎ2100-とゎ2400-
2022-03-06 0:00,93,북춘천,결빙 서리,결빙,
2022-03-07 0:00,93,북춘천,결빙 서리 노을,결빙,
2022-03-08 0:00,93,북춘천,결빙 서리,노을 서리 결빙,
2022-03-09 0:00,93,북춘천,서리 결빙 박무 연무,연무,こ0430-こわ0600-こわ0900-1020. て1015-てゎ1200-1350.
2022-03-10 0:00,93,북춘천,박무 결빙 서리 햇무리,햇무리,こ0130-こゎ0300-こゎ0600-0750. は1050-1450.
2022-03-11 0:00,93,북춘천,서리 결빙,,
2022-03-12 0:00,93,북춘천,서리 결빙 노을,ぁ 박무,ぁ2014-ぁゎ2100-2139. こ2045-こゎ2100-2250. ぁ2225-ぁゎ2400- こ2350-こゎ2400-
2022-03-16 0:00,93,북춘천,이슬 박무 서리 결빙 연무,연무 이슬,こ0340-こゎ0600-こわ0900-1050. て1045-てゎ1200-1230.
2022-03-21 0:00,93,북춘천,결빙 서리 노을,,
2022-03-22 0:00,93,북춘천,서리 결빙 노을,,
2022-03-27 0:00,93,북춘천,박무,노을 서리,こ0530-こゎ0600-0720.
2022-03-28 0:00,93,북춘천,서리 결빙 노을,노을 서리,
2022-03-29 0:00,93,북춘천,서리 결빙 노을,,
2022-03-30 0:00,93,북춘천,노을 서리,ぁ,ぁ1440-ぁゎ1500-1750.
2022-04-01 0:00,93,북춘천,이슬 서리 결빙,이슬,
2022-04-02 0:00,93,북춘천,이슬 서리 결빙,노을,
2022-04-03 0:00,93,북춘천,서리 결빙,노을,
2022-04-04 0:00,93,북춘천,서리 결빙,,
2022-04-05 0:00,93,북춘천,서리 결빙,노을,
2022-04-08 0:00,93,북춘천,서리 결빙,,
2022-10-18 0:00,93,북춘천,이슬 서리 결빙,이슬,
2022-10-19 0:00,93,북춘천,이슬 서리 결빙 박무,노을,こ0630-こわ0900-0950.
2022-10-20 0:00,93,북춘천,박무 결빙 서리 안개,노을,こ0530-こわ0600-よりぐ0735-らりこ0755-こゐ0900-1040.
2022-10-24 0:00,93,북춘천,서리,,
2022-10-25 0:00,93,북춘천,서리 결빙,이슬,
2022-10-26 0:00,93,북춘천,이슬 서리 박무,이슬,こ0620-0840.
